Q,n,D,num_primes,num_squarefree_d,L1,L2,L2_diag,L2_off,Lmax,L1_logn_over_n,L2_off_over_L2_diag,Lmax_logn_over_n,elapsed_sec
100,10000,20,21,13,22.072352222688025,35.34452258537896,48.319442810605636,-12.974920225226676,2.848229788787066,0.020329387678110176,-0.26852379643704855,0.002623316581233071,0.0004067420959472656
300,10000,20,47,13,45.529157730462174,72.62150110835239,106.32269568658212,-33.70119457822973,2.710230997189464,0.041933903954694735,-0.3169708439068744,0.0024962149970795392,0.0006287097930908203
1000,10000,20,135,13,113.19804873516536,143.24694038655133,269.389019582119,-126.14207919556765,3.576672921117151,0.1042592558294421,-0.4682524899910229,0.0032942375002719283,0.0017325878143310547
100,100000,20,21,13,19.029808475731727,32.44711161015836,49.57260253809999,-17.125490927941634,3.173643972331732,0.002190887665937581,-0.3454628171837358,0.00036537926505807264,0.00031638145446777344
300,100000,20,47,13,33.00548840422121,42.58411183266468,101.1158948670357,-58.531783034371024,2.7631140892403394,0.00379989727932738,-0.5788583794005732,0.00031811526560633125,0.0007388591766357422
1000,100000,20,135,13,123.40676613511741,165.32074470201584,296.72821907426504,-131.4074743722492,3.1998546805352444,0.01420772900386619,-0.4428546593317455,0.0003683968843573839,0.001728057861328125
100,1000000,20,21,13,14.621662331027437,15.121473898775214,41.59505042059747,-26.473576521822253,1.7193499656906397,0.00020200573030929806,-0.6364597771640829,2.3753697603834546e-05,0.0002951622009277344
300,1000000,20,47,13,43.88522382618808,70.67143050639345,103.62449914869738,-32.95306864230393,3.2427015540868354,0.0006062967731093268,-0.31800461196939034,4.479957755681383e-05,0.0006504058837890625
1000,1000000,20,135,13,128.0943371235337,196.22137292225764,306.0933255938437,-109.87195267158606,4.52700292922934,0.0017696886669456148,-0.35894919452564455,6.254285676470314e-05,0.0018193721771240234
